Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade
2858,146,14,268,77,845,2955,11,3,200.33333333333334
2648,158,5,0,0,30,845,17,3,205.33333333333334
2332,32,4,30,5,0,771,17,4,198.66666666666666
3487,14,28,390,53,2599,2324,40,1,156.33333333333334
3255,100,16,534,119,553,977,39,3,186.33333333333334
2867,169,18,210,84,992,3019,4,3,204.33333333333334
2793,24,9,618,59,300,967,11,3,193.33333333333334
2687,82,7,255,15,297,1200,11,3,196.66666666666666
2458,294,16,30,6,859,541,10,4,203.33333333333334
2486,69,29,268,119,624,752,10,4,151.0
3014,97,14,391,-5,1620,1159,32,3,188.33333333333334
3006,320,22,182,63,2520,964,31,3,187.0
3280,90,11,582,113,560,1090,39,3,192.0
2843,209,28,124,47,1320,2742,4,3,208.0
2850,166,17,190,69,900,3036,11,3,204.0
2927,52,18,659,193,402,1242,11,3,175.33333333333334
2798,20,10,644,64,330,997,11,3,192.0
2795,18,10,658,61,330,994,11,3,190.66666666666666
2513,287,10,85,5,911,1031,6,4,206.66666666666666
2566,33,7,330,89,741,994,6,4,196.0
2555,78,16,342,78,700,904,6,4,180.33333333333334
2492,84,27,256,125,600,755,10,4,158.33333333333334
3089,336,11,120,22,3463,2140,23,1,196.0
3084,0,0,360,37,3182,1400,32,3,204.0
3279,88,12,558,112,589,1087,39,3,189.33333333333334
3267,102,12,525,108,603,1027,39,3,192.66666666666666
3224,107,15,417,97,646,849,31,3,189.33333333333334
3058,52,8,30,-4,930,295,23,3,193.66666666666666
2837,208,28,108,41,1290,2784,4,3,208.0
2850,194,27,124,53,1230,2835,4,3,205.33333333333334
2852,184,26,134,58,1200,2862,4,3,203.33333333333334
2851,175,25,150,68,1140,2914,4,3,201.66666666666666
2841,172,18,162,61,900,3062,11,3,205.0
2895,84,9,626,161,391,1183,11,3,193.66666666666666
2334,346,6,0,0,30,760,17,4,200.0
3002,286,3,351,17,1920,1140,32,3,205.66666666666666
3246,99,14,446,87,648,934,39,3,188.66666666666666
2829,200,27,90,32,1260,2825,4,3,207.0
2830,174,19,150,50,871,3065,11,3,205.33333333333334
2896,91,11,633,64,421,1209,11,3,191.66666666666666
2656,59,6,124,12,150,774,17,3,197.0
2350,293,12,60,17,67,696,10,4,205.0
2463,326,5,150,50,228,371,6,4,202.0
3234,355,24,402,164,947,1891,29,1,170.0
2818,190,26,67,25,1231,2866,4,3,205.0
2819,182,25,90,38,992,3074,4,3,203.33333333333334
2647,60,5,90,5,120,658,17,3,197.66666666666666
2421,250,21,268,15,134,484,10,4,211.33333333333334
3371,122,14,499,89,2268,2301,38,1,193.66666666666666
3291,75,11,509,104,671,1110,39,3,189.0
3277,74,15,469,90,684,1050,39,3,183.33333333333334
3212,96,14,324,76,741,811,31,3,188.33333333333334
3049,33,17,127,0,1031,67,24,3,176.33333333333334
2806,184,25,60,26,964,3115,4,3,204.0
2964,198,2,745,132,537,1507,11,3,205.33333333333334
2447,238,23,212,28,162,391,10,4,211.66666666666666
3096,312,13,60,7,3666,2047,23,1,200.0
3121,66,16,541,144,674,1590,30,1,180.66666666666666
2861,69,29,85,41,95,960,29,1,150.33333333333334
3297,70,12,511,110,696,1140,39,3,188.0
3187,104,18,255,60,805,720,39,3,183.33333333333334
3166,111,26,212,42,832,660,33,3,171.33333333333334
3073,347,23,42,9,1050,270,23,3,175.33333333333334
3045,23,11,268,50,1167,300,24,3,189.66666666666666
3006,7,15,180,30,1260,870,24,3,183.66666666666666
2961,179,9,722,129,564,1530,4,3,208.0
2959,160,10,684,127,591,1490,4,3,205.0
2956,185,11,649,124,607,1452,4,3,209.33333333333334
2827,353,8,649,-4,481,1154,11,3,197.33333333333334
2679,38,8,268,22,309,900,11,3,192.66666666666666
2536,358,9,258,28,836,810,6,4,195.33333333333334
3537,137,13,306,103,2730,2106,40,1,199.0
2988,285,13,30,6,2311,1146,20,3,206.33333333333334
3230,86,17,319,71,779,871,39,3,180.0
3219,90,17,297,60,787,841,39,3,182.0
2457,282,22,90,24,283,42,10,4,202.33333333333334
2494,89,20,120,22,607,331,10,4,176.66666666666666
3041,113,9,391,69,2419,2326,32,3,197.66666666666666
3308,58,11,499,94,752,1172,39,3,189.33333333333334
3304,64,11,474,104,755,1142,39,3,188.33333333333334
3298,70,12,450,98,760,1112,39,3,186.66666666666666
3274,72,18,382,87,779,1022,39,3,177.0
3246,84,16,324,73,794,932,39,3,183.33333333333334
3050,30,19,277,75,1307,484,24,3,174.0
3024,19,17,210,-2,1321,842,24,3,178.0
2918,58,9,0,0,1415,1471,23,3,191.66666666666666
2797,29,12,42,7,1302,2879,24,3,187.66666666666666
2938,153,19,551,106,618,1448,4,3,198.66666666666666
2367,283,16,120,26,42,663,10,4,205.66666666666666
3230,83,17,268,63,837,875,39,3,179.33333333333334
3149,106,25,150,22,912,666,39,3,172.33333333333334
3065,9,14,335,33,1215,228,24,3,186.0
3066,10,17,306,-28,1249,313,24,3,180.66666666666666
2760,130,4,0,0,664,2912,20,3,202.66666666666666
2761,342,6,85,12,470,2724,31,3,200.33333333333334
2930,183,22,638,226,607,1657,4,3,206.33333333333334
2931,187,22,658,230,618,1637,4,3,207.33333333333334
2699,40,15,362,42,402,875,11,3,181.66666666666666
2422,194,24,120,62,404,1181,4,4,207.66666666666666
2534,34,5,272,8,664,1084,6,4,197.33333333333334
3257,54,13,350,42,1892,2413,39,1,184.0
3167,308,13,120,24,1397,2313,29,1,201.33333333333334
3012,94,4,540,-7,1687,1436,32,3,201.0
3060,231,7,67,9,3021,1473,33,3,210.0
3322,63,10,499,80,810,1236,39,3,190.66666666666666
3320,60,9,484,90,811,1206,39,3,191.66666666666666
3197,107,20,192,38,892,789,39,3,181.0
3073,11,15,309,-34,1243,242,24,3,183.33333333333334
2829,251,17,366,114,446,1982,10,3,212.0
2918,185,22,576,214,604,1719,4,3,206.66666666666666
2418,196,27,90,58,488,1170,4,4,206.0
2429,182,28,150,71,485,1113,4,4,201.33333333333334
3070,337,8,285,43,2736,1295,32,3,199.0
3298,74,14,376,84,853,1090,39,3,184.0
3271,85,17,300,84,874,1001,39,3,180.66666666666666
3241,95,19,234,54,888,912,39,3,179.0
3131,29,17,255,67,1203,192,24,3,177.66666666666666
2904,189,24,534,200,618,1762,4,3,206.0
2899,38,8,400,67,663,1436,11,3,193.66666666666666
2666,28,14,242,32,301,418,11,3,183.66666666666666
2649,20,9,190,24,228,391,11,3,192.66666666666666
2645,41,10,180,20,212,400,11,3,190.0
2409,153,28,108,49,382,1214,4,4,188.33333333333334
2409,178,31,120,51,524,1150,4,4,196.33333333333334
2406,181,34,108,50,417,1124,4,4,193.66666666666666
2413,188,32,95,57,342,1061,4,4,199.0
2469,310,16,134,6,30,335,6,4,197.66666666666666
2544,307,7,242,18,577,1180,6,4,204.0
3186,36,13,30,4,1587,2496,29,1,185.33333333333334
3314,71,12,402,84,875,1154,39,3,187.33333333333334
3181,94,20,127,14,959,771,39,3,176.66666666666666
2769,237,13,192,55,384,2184,10,3,212.66666666666666
2845,213,24,402,132,551,1931,4,3,211.33333333333334
2890,181,26,552,189,671,1744,4,3,202.33333333333334
2895,192,24,604,196,713,1687,4,3,207.33333333333334
2902,184,18,531,70,765,1615,4,3,208.33333333333334
2883,62,10,365,51,690,1405,11,3,189.33333333333334
2878,54,10,371,46,690,1395,11,3,189.33333333333334
2843,118,5,691,17,660,1321,11,3,202.0
3438,312,33,256,24,3187,1842,40,1,173.33333333333334
3342,80,16,677,60,2280,2134,40,1,181.66666666666666
2898,212,10,426,66,759,1574,4,3,211.33333333333334
2885,76,8,335,53,720,1433,11,3,194.66666666666666
2370,188,29,30,3,573,1243,4,4,202.33333333333334
2343,83,10,0,0,228,837,17,4,192.0
3478,277,19,256,103,3116,1834,40,1,206.0
3024,99,10,437,3,1084,1354,32,3,194.0
3030,342,9,268,58,2242,2598,23,3,197.0
3172,72,15,67,5,1025,759,31,3,181.66666666666666
2849,205,26,408,145,658,1889,4,3,209.33333333333334
2875,195,24,541,43,792,1698,4,3,208.0
2887,210,11,446,55,808,1631,4,3,212.0
2891,229,9,424,59,797,1616,4,3,211.66666666666666
2904,198,3,350,72,765,1557,11,3,206.66666666666666
2665,25,13,295,40,335,301,10,3,186.0
2558,135,10,192,32,579,931,6,4,201.0
2547,125,4,120,21,532,1077,6,4,202.66666666666666
3518,81,12,424,84,2831,1871,40,1,188.33333333333334
3340,62,16,661,125,2278,2095,40,1,180.0
3331,104,9,382,70,960,1259,39,3,196.33333333333334
2846,193,23,424,145,711,1871,4,3,208.0
2850,194,25,510,152,778,1776,4,3,207.0
2858,197,25,537,162,808,1740,4,3,208.33333333333334
2432,261,21,277,91,134,577,10,4,208.66666666666666
2511,93,12,90,28,362,382,10,4,190.0
2485,322,8,30,2,417,474,10,4,201.33333333333334
3469,47,13,633,35,2635,1907,40,1,185.33333333333334
3016,302,14,124,21,2393,1411,31,3,201.66666666666666
3055,75,7,90,0,2875,1583,32,3,195.0
3345,84,11,417,76,990,1354,39,3,191.33333333333334
3172,336,16,192,48,1240,469,24,3,190.66666666666666
3072,36,9,30,0,1578,725,32,3,192.33333333333334
2860,15,11,268,72,1385,2955,32,3,190.0
2820,213,22,342,116,698,1953,4,3,211.66666666666666
2836,178,22,446,137,765,1855,4,3,204.33333333333334
2887,162,11,242,55,810,1549,11,3,205.66666666666666
2889,354,7,283,57,810,1492,11,3,197.33333333333334
2889,6,7,300,57,808,1484,11,3,196.33333333333334
2873,60,9,404,47,782,1455,11,3,191.66666666666666
2371,117,12,67,7,484,1294,4,4,195.66666666666666
2543,151,12,134,17,513,977,6,4,203.0
2995,199,9,541,-25,1455,1557,32,3,210.0
3019,306,7,339,-3,1865,1560,31,3,203.66666666666666
3335,86,10,361,72,1020,1302,39,3,192.33333333333334
3293,110,22,242,42,1031,1129,39,3,179.66666666666666
2886,48,11,342,38,1566,2780,32,3,187.33333333333334
2865,22,8,295,77,1395,2958,31,3,194.66666666666666
2811,220,20,319,110,725,1976,4,3,213.0
2817,210,18,339,116,738,1956,4,3,212.66666666666666
2823,187,20,382,124,765,1917,4,3,208.33333333333334
2850,238,19,470,18,886,1756,4,3,213.0
2886,255,11,366,54,882,1693,4,3,211.0
2438,284,22,306,-24,180,582,10,4,202.0
2545,78,12,153,19,497,959,6,4,189.33333333333334
3160,88,12,30,-5,4400,1989,29,1,189.33333333333334
3116,18,12,85,13,4116,1777,23,1,188.66666666666666
3057,31,6,67,6,2808,1650,32,3,197.33333333333334
3081,75,11,780,27,2468,2210,32,3,189.66666666666666
2884,322,16,67,10,1711,2308,23,3,194.33333333333334
2740,119,10,30,2,503,2508,17,3,198.0
2727,62,7,0,0,484,2455,17,3,195.33333333333334
2720,36,8,0,0,480,2405,17,3,192.66666666666666
2814,198,17,417,118,845,1866,4,3,211.0
2830,237,16,458,136,886,1814,4,3,213.0
2892,39,3,277,60,859,1536,11,3,200.33333333333334
2884,47,10,342,58,845,1519,11,3,189.33333333333334
2724,36,11,474,99,532,324,10,3,188.66666666666666
2403,311,18,170,21,283,752,10,4,196.33333333333334
2408,322,17,192,26,268,726,10,4,194.33333333333334
2564,55,15,210,38,497,914,6,4,181.33333333333334
3256,203,20,362,143,1080,1930,30,1,211.0
2981,185,8,571,-39,1328,1556,32,3,208.66666666666666
3345,80,11,330,59,1080,1376,39,3,190.33333333333334
3195,337,15,255,62,1317,531,24,3,191.33333333333334
2789,226,20,255,88,765,2040,4,3,213.0
2802,181,20,319,103,805,1982,4,3,206.66666666666666
2893,22,4,277,67,883,1559,11,3,199.0
2735,60,8,524,101,570,362,10,3,193.66666666666666
2720,60,8,488,95,547,258,10,3,194.0
2371,132,12,30,3,537,1321,16,4,198.33333333333334
2408,311,18,150,26,309,767,10,4,196.66666666666666
2563,51,15,180,37,457,953,6,4,181.33333333333334
3256,311,5,457,108,1231,2083,29,1,203.66666666666666
3055,30,11,300,67,2274,2672,32,3,188.0
3353,94,8,300,27,1110,1442,39,3,196.66666666666666
3000,27,14,256,11,1739,1471,31,3,183.0
2742,51,6,0,0,569,2479,17,3,196.33333333333334
2790,188,22,277,91,819,2024,4,3,207.66666666666666
2805,236,16,376,111,912,1897,4,3,213.33333333333334
2885,28,15,390,59,900,1567,11,3,182.33333333333334
2740,81,10,488,-15,601,379,10,3,192.33333333333334
2375,354,16,60,19,457,993,10,4,185.33333333333334
3213,308,30,175,41,3861,1578,29,1,182.0
3067,9,8,601,79,2308,2451,32,3,195.0
2745,18,9,30,1,598,2455,17,3,192.33333333333334
2757,227,20,170,56,797,2061,4,3,213.33333333333334
2775,194,23,234,76,832,2030,4,3,208.33333333333334
2777,185,24,255,79,845,2021,4,3,206.33333333333334
2783,213,14,309,88,899,1974,4,3,212.66666666666666
2822,267,21,384,127,966,1889,4,3,207.66666666666666
2878,266,16,342,46,1006,1812,4,3,209.33333333333334
2734,110,11,466,-14,630,342,4,3,195.0
3242,42,18,192,18,1565,2418,29,1,175.0
3351,106,9,240,25,1170,1433,39,3,196.33333333333334
2766,114,6,30,1,716,2569,11,3,200.66666666666666
2756,208,20,170,57,836,2022,4,3,212.0
2792,269,15,309,98,953,1943,4,3,209.0
2857,266,19,395,25,1034,1868,4,3,209.0
2876,242,16,335,44,1034,1839,4,3,212.66666666666666
2699,156,10,443,91,560,67,4,3,205.0
2682,79,8,295,74,484,162,10,3,194.0
2475,22,23,210,110,721,1348,10,4,166.0
2413,54,25,201,62,618,1209,10,4,159.33333333333334
2402,8,22,175,51,582,1155,10,4,169.66666666666666
2393,16,16,124,37,537,1073,10,4,180.33333333333334
2391,12,17,67,24,513,1020,10,4,180.66666666666666
2587,12,8,256,61,408,942,6,4,195.0
3426,287,22,42,14,3288,1558,39,1,201.0
2996,81,33,0,0,503,1387,30,1,144.0
3221,340,20,255,43,1356,721,24,3,183.66666666666666
2752,203,18,212,56,899,1964,4,3,211.66666666666666
2794,285,17,283,99,979,1914,4,3,205.0
2846,260,19,362,158,1047,1884,4,3,210.0
2864,233,17,361,32,1072,1875,4,3,213.33333333333334
2870,220,17,331,38,1063,1865,4,3,213.33333333333334
2415,12,22,201,64,607,1167,10,4,169.33333333333334
3256,296,14,201,44,3841,1481,29,1,203.33333333333334
2956,189,12,742,-64,1120,1638,32,3,209.66666666666666
3095,38,11,780,41,2301,2333,32,3,188.33333333333334
2708,76,7,0,0,702,2125,17,3,195.66666666666666
2745,223,15,182,49,926,1935,4,3,213.33333333333334
2797,284,18,258,102,1006,1885,4,3,204.33333333333334
2807,284,18,277,116,1020,1878,4,3,205.0
2707,109,9,408,-20,698,240,4,3,196.66666666666666
3269,67,9,0,0,4312,2282,38,1,192.0
3376,309,30,60,25,3448,1465,39,1,181.0
3013,315,8,342,-21,1784,1840,31,3,202.0
2725,204,18,108,27,914,1939,4,3,212.0
2729,210,16,127,33,930,1928,4,3,212.66666666666666
2757,252,18,175,63,979,1888,4,3,211.66666666666666
2822,230,16,283,134,1073,1836,4,3,213.33333333333334
2809,39,7,285,21,1057,1230,11,3,195.33333333333334
2690,124,11,417,-31,685,153,4,3,198.0
2416,290,18,60,22,365,872,10,4,203.0
3294,30,19,240,60,1727,2252,39,1,174.0
3063,286,18,255,54,2510,1710,32,3,204.33333333333334
3067,55,10,335,5,1861,1183,31,3,191.0
3001,50,11,362,72,1952,1756,32,3,187.66666666666666
2712,213,18,67,14,918,1922,4,3,212.66666666666666
2722,216,16,108,26,957,1900,4,3,213.33333333333334
2735,227,18,124,40,981,1879,4,3,213.33333333333334
2753,234,22,150,59,1006,1860,4,3,212.66666666666666
2763,236,23,162,68,1020,1851,4,3,212.0
2784,232,23,192,93,1047,1834,4,3,212.0
2794,228,22,212,103,1060,1826,4,3,212.66666666666666
2802,223,21,228,111,1073,1819,4,3,212.66666666666666
2733,68,12,313,-2,781,365,10,3,187.33333333333334
2727,58,12,323,-5,779,335,10,3,186.33333333333334
2709,64,14,351,-14,752,247,10,3,183.0
2656,161,17,361,52,553,162,4,3,203.0
2642,147,19,258,41,469,277,4,3,196.33333333333334
2408,82,23,95,32,618,1369,4,4,166.66666666666666
2380,245,4,0,0,674,1425,16,4,208.0
2443,284,24,120,57,738,1507,10,4,200.33333333333334
2462,353,20,283,106,700,1235,10,4,179.66666666666666
2418,287,19,42,4,371,892,10,4,203.0
2510,309,20,301,96,127,716,10,4,195.0
2883,236,19,499,259,782,1719,32,3,213.0
3051,3,15,424,22,1924,1463,32,3,184.66666666666666
2964,91,14,190,35,1980,1935,31,3,187.66666666666666
2763,219,29,150,72,1060,1813,4,3,208.66666666666666
2773,219,28,170,82,1073,1805,4,3,209.0
2802,198,25,228,118,1127,1777,4,3,208.66666666666666
2811,203,25,256,128,1154,1766,4,3,209.33333333333334
2839,127,16,134,7,1144,1740,10,3,193.0
2810,32,3,240,22,969,934,2,3,200.33333333333334
2465,23,26,255,92,698,1199,10,4,157.0
2458,12,23,201,80,671,1148,10,4,167.33333333333334
2432,285,20,60,18,351,891,10,4,202.66666666666666
3226,281,19,67,14,3973,1377,29,1,204.66666666666666
3412,308,35,150,61,3491,1377,39,1,172.0
3444,317,31,153,93,3438,1390,39,1,175.66666666666666
3542,315,31,255,130,3218,1448,40,1,176.0
3261,39,12,404,27,1471,2345,29,1,186.33333333333334
3042,84,21,120,41,2016,2958,33,3,172.33333333333334
2790,45,7,0,0,932,2527,11,3,195.0
2777,207,29,175,89,1127,1761,4,3,206.66666666666666
2793,201,26,216,110,1167,1742,4,3,208.33333333333334
2773,144,12,240,17,882,612,11,3,201.33333333333334
2499,55,22,390,136,816,1370,10,4,164.66666666666666
2435,292,20,60,21,362,912,10,4,200.66666666666666
3202,13,20,30,8,4094,1376,38,1,174.66666666666666
3087,64,21,150,-25,631,1570,29,1,169.66666666666666
2794,62,6,0,0,973,2529,11,3,197.0
2707,202,20,42,12,1064,1794,4,3,211.33333333333334
2716,205,26,67,25,1087,1774,4,3,209.33333333333334
2723,209,29,85,32,1100,1765,4,3,207.66666666666666
2791,203,25,216,109,1221,1702,4,3,208.66666666666666
2433,9,15,0,0,430,976,10,4,184.33333333333334
2492,319,30,180,78,277,858,10,4,175.33333333333334
3337,154,9,190,23,4061,2465,38,1,204.33333333333334
3243,285,23,42,7,3971,1312,38,1,200.66666666666666
2895,184,15,553,261,983,1800,32,3,209.33333333333334
3076,12,12,466,2,1984,1298,32,3,189.33333333333334
2748,1,16,108,16,866,1989,10,3,183.0
2765,206,27,162,83,1221,1683,4,3,208.66666666666666
2762,164,11,180,13,940,626,2,3,205.66666666666666
2455,44,28,60,30,497,1040,10,4,150.0
2496,319,34,150,82,319,900,10,4,167.0
3333,165,11,228,19,4023,2475,38,1,206.0
3203,337,10,120,24,4481,1621,23,1,197.66666666666666
3227,344,17,30,9,4066,1302,38,1,186.0
2790,219,25,306,169,626,1668,33,3,211.0
3025,301,10,400,-9,1784,2026,31,3,204.0
2759,207,26,150,80,1261,1648,4,3,209.33333333333334
2798,165,13,120,15,1103,1012,2,3,205.66666666666666
2511,317,34,150,97,339,924,10,4,169.66666666666666
3327,155,11,218,31,4013,2408,38,1,204.0
3264,22,24,201,80,4268,1343,38,1,163.66666666666666
3236,358,20,42,9,4079,1273,38,1,178.66666666666666
3450,31,16,616,226,2190,1804,39,1,179.0
3072,286,10,361,65,2561,1890,32,3,206.33333333333334
3107,11,10,591,29,1992,2673,32,3,192.0
3100,42,6,390,99,1936,2825,32,3,195.66666666666666
2688,128,3,0,0,1153,1699,17,3,203.33333333333334
2797,175,11,60,9,1181,1136,2,3,207.66666666666666
2793,165,14,85,10,1142,1048,2,3,205.33333333333334
2733,85,8,190,18,914,339,10,3,194.66666666666666
3247,8,24,85,20,4119,1253,38,1,165.33333333333334
3454,273,28,300,103,3549,1230,39,1,200.33333333333334
3119,347,5,765,65,2080,2493,32,3,200.33333333333334
3107,23,5,443,32,1921,2801,32,3,197.66666666666666
2716,213,29,67,37,1288,1601,4,3,208.33333333333334
2733,208,27,108,50,1315,1589,4,3,208.66666666666666
2833,65,18,242,45,1299,1406,10,3,176.0
2776,162,15,67,11,1121,911,2,3,204.0
2741,173,14,90,8,1012,604,2,3,207.0
2551,307,32,182,137,366,957,10,4,178.33333333333334
3319,165,11,228,17,3911,2509,38,1,206.0
3266,295,12,395,87,4484,1390,38,1,204.66666666666666
3285,345,19,283,101,4348,1315,38,1,182.66666666666666
3354,271,20,212,44,3787,1170,29,1,207.33333333333334
2983,297,11,713,-51,1543,2003,31,3,204.33333333333334
2957,118,13,95,19,2190,2041,31,3,194.66666666666666
2688,51,10,402,4,750,323,10,3,189.66666666666666
2606,337,23,306,192,335,926,10,4,179.66666666666666
3415,222,17,60,23,3814,2739,40,1,213.33333333333334
3317,151,8,216,3,3874,2522,38,1,204.0
3278,317,16,402,115,4469,1348,38,1,195.66666666666666
2651,234,30,85,34,469,1431,13,3,208.0
3202,42,7,323,-4,1953,883,31,3,195.0
2970,84,17,457,85,2054,2609,32,3,181.66666666666666
2784,353,12,42,5,997,2100,17,3,191.33333333333334
2695,36,16,60,9,1242,1605,10,3,179.0
2705,206,26,67,24,1369,1530,4,3,209.0
2727,170,13,85,13,1020,446,2,3,206.66666666666666
2702,70,6,309,18,830,331,10,3,197.33333333333334
2577,332,24,306,90,859,1154,10,4,179.33333333333334
2611,312,22,285,197,376,966,10,4,191.33333333333334
2618,337,16,313,204,362,953,6,4,190.66666666666666
3239,304,20,242,60,4402,1448,38,1,197.0
3284,322,22,417,109,4482,1323,38,1,187.0
3295,287,21,60,18,3948,1116,38,1,201.33333333333334
2696,213,32,134,72,607,1495,13,3,205.33333333333334
2755,143,18,60,8,1410,1473,4,3,196.66666666666666
2756,131,9,0,0,1194,914,11,3,200.66666666666666
2728,75,7,0,0,1113,700,11,3,195.0
2724,90,2,0,0,1100,649,11,3,202.0
2555,358,15,511,169,900,1177,10,4,185.66666666666666
3210,288,17,150,22,4312,1506,23,1,203.66666666666666
2802,32,14,330,60,1092,1765,11,3,183.0
2748,40,20,201,60,1195,1624,10,3,169.33333333333334
2685,201,24,67,16,1436,1465,4,3,209.66666666666666
2700,103,5,309,31,853,395,2,3,200.0
2665,126,15,446,21,722,458,2,3,194.33333333333334
3263,117,8,30,-3,3951,2058,38,1,198.66666666666666
3232,120,9,30,-3,4039,1880,38,1,199.0
3291,319,25,402,112,4436,1308,38,1,184.0
2964,92,18,210,21,335,1249,29,1,180.0
2853,35,12,0,0,1332,2554,11,3,187.33333333333334
2807,63,11,30,8,1113,2148,17,3,189.66666666666666
2796,41,15,277,71,1148,1689,11,3,182.0
2714,106,7,30,-2,1140,573,2,3,198.66666666666666
2707,162,10,0,0,1103,516,2,3,205.66666666666666
2702,178,11,85,10,1040,457,2,3,208.0
2699,130,8,295,30,872,424,2,3,201.33333333333334
3358,105,23,150,-33,3711,2635,40,1,175.0
3290,50,7,0,0,3855,2201,38,1,194.33333333333334
3267,95,10,0,0,3912,2069,38,1,193.33333333333334
3250,82,12,0,0,3973,1940,38,1,189.0
2855,242,22,400,74,1470,1493,4,3,212.0
2698,152,8,256,29,914,451,2,3,204.0
2669,126,16,361,25,807,485,2,3,192.66666666666666
2655,123,16,404,15,765,510,2,3,191.66666666666666
2535,194,4,0,0,95,1452,2,3,207.33333333333334
3215,310,11,90,13,4204,1487,23,1,202.0
3224,308,21,150,22,4236,1443,38,1,194.66666666666666
2912,98,21,150,-20,228,1087,29,1,175.66666666666666
2669,45,6,30,-2,1476,1397,10,3,196.33333333333334
2696,137,11,0,0,1146,551,2,3,200.33333333333334
2692,156,10,0,0,1124,537,2,3,204.33333333333334
2610,110,14,510,33,649,618,2,3,191.33333333333334
2588,1,14,234,30,402,890,10,3,187.33333333333334
2564,28,16,67,11,379,1155,10,3,180.66666666666666
2555,24,13,42,7,306,1265,17,3,185.66666666666666
2535,342,1,30,1,108,1461,2,3,203.66666666666666
2594,357,15,516,208,769,1087,10,4,187.0
2595,1,14,390,108,782,1026,10,4,187.33333333333334
2596,335,11,360,109,780,1019,11,4,196.33333333333334
3333,22,15,85,-2,3684,2502,37,1,183.0
3316,26,7,30,-3,3719,2391,37,1,195.33333333333334
3478,76,26,778,244,2114,1687,40,1,158.66666666666666
